8,8,8
6,10,6
8,8,8
8,18,10
6,6,6
8,16,6
6,10,6
8,14,10
6,8,6
6,6,6
6,6,6
6,8,6
6,8,6
12,10,10
8,8,8
6,6,6
6,14,6
10,12,10
8,12,8
16,16,8
6,8,6
6,12,12
8,8,8
8,8,6
8,10,6
8,8,8
6,12,6
6,12,8
10,8,8
8,18,6
8,30,6
8,8,6
10,14,8
6,14,6
6,6,6
6,8,6
10,12,10
6,10,6
8,6,6
6,12,6
8,14,6
8,8,8
10,10,10
16,16,16
8,14,8
14,14,14
6,12,6
8,8,8
14,12,12
6,12,6
8,8,8
10,18,8
6,12,4
8,12,4
12,10,10
8,6,6
10,16,8
4,6,4
12,12,12
6,8,6
6,10,6
6,10,6
6,6,4
8,8,8
8,8,6
6,14,6
8,16,8
8,8,6
10,10,10
8,8,6
8,12,12
6,6,4
12,22,8
8,8,8
8,16,10
6,10,6
6,10,6
12,22,8
8,10,6
8,12,8
8,10,8
10,10,4
8,12,12
12,12,12
6,8,6
12,8,8
8,8,8
10,10,10
10,12,6
10,18,10
6,14,8
8,8,8
8,8,8
8,12,12
14,16,8
14,14,14
8,14,8
10,10,6
6,10,4
6,12,8
10,12,6
10,10,10
8,8,6
6,6,6
8,10,8
8,12,6
6,10,6
8,8,8
12,14,10
8,16,6
8,16,6
10,12,6
6,16,6
6,8,8
6,20,6
8,8,8
10,24,6
10,10,8
10,22,6
8,8,8
8,8,8
8,10,6
8,10,6
12,20,6
6,10,6
8,16,8
8,8,6
10,12,10
8,18,8
6,20,6
10,10,10
8,12,8
10,18,10
8,12,8
12,12,12
8,10,6
8,10,6
12,18,10
8,16,6
6,6,4
10,10,10
8,16,8
8,8,8
10,10,10
8,10,10
6,6,6
14,14,8
6,6,6
8,8,8
6,10,6
12,8,8
6,8,6
14,14,14
14,12,6
12,20,14
10,14,6
6,10,6
8,10,6
16,16,16
8,12,6
12,12,12
10,10,10
8,8,8
6,12,6
6,6,6
6,12,6
6,10,6
8,10,8
6,6,4
8,12,8
8,16,16
8,14,6
10,12,6
8,12,6
6,14,8
6,8,6
8,10,6
6,12,6
6,18,6
6,10,6
10,10,10
6,10,6
8,8,8
16,14,10
10,16,6
6,6,6
8,10,6
8,12,6
6,24,6
8,16,6
6,22,6
12,18,14
6,14,6
6,26,6
10,8,8
10,12,10
