8,4
6,4
8,4
8,4
10,4
10,4
8,4
6,4
8,4
6,4
12,4
10,4
8,4
8,4
6,4
8,4
6,4
8,4
8,4
8,4
8,4
6,4
6,4
4,2
6,4
8,4
14,4
10,4
6,4
8,4
8,4
8,4
8,4
8,4
8,4
6,4
8,4
10,4
8,4
8,4
10,4
12,4
16,4
8,4
10,4
8,4
6,4
8,4
6,4
8,4
8,4
10,4
8,4
6,4
6,4
6,4
6,4
8,4
6,4
8,4
8,4
10,4
8,4
10,4
6,4
8,4
8,4
6,4
14,6
10,4
14,4
8,4
8,4
12,4
10,4
14,4
6,4
6,4
12,4
8,4
6,4
8,4
6,4
8,4
8,4
6,4
6,4
8,4
12,4
10,4
8,4
6,4
6,4
8,4
6,4
10,4
8,4
12,4
18,4
6,4
16,4
12,4
8,6
6,4
8,4
8,4
14,4
10,4
8,4
8,4
6,4
6,4
10,4
10,4
8,4
12,4
6,4
6,4
16,4
8,4
18,6
6,4
8,4
10,4
6,4
8,4
12,4
6,4
10,4
10,4
8,4
6,4
8,4
6,2
6,4
8,4
6,4
10,4
6,4
6,4
8,4
8,4
6,2
6,2
8,4
8,4
6,2
6,4
10,4
10,4
12,4
8,4
8,4
8,4
8,4
6,4
6,2
6,4
6,4
8,4
8,4
10,4
8,4
6,4
8,4
12,4
8,4
8,4
8,4
6,2
6,4
6,4
8,4
8,4
6,4
8,4
6,4
8,4
6,4
12,4
6,4
6,4
8,4
10,4
14,4
12,4
6,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
6,4
14,4
10,4
8,4
6,4
8,4
8,4
10,4
6,4
8,4
4,2
10,4
10,4
6,4
8,4
10,4
6,4
6,4
8,4
8,4
8,4
6,4
6,4
8,4
8,4
6,4
12,4
10,4
10,4
6,4
4,2
8,4
10,4
8,4
12,4
8,4
12,4
18,4
12,4
8,4
4,4
6,4
6,4
8,4
6,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
14,4
12,4
8,4
14,4
8,4
8,4
8,6
6,4
8,4
8,4
8,4
6,4
6,4
8,4
14,4
6,4
12,4
8,4
8,4
8,4
6,4
8,4
8,4
8,4
6,4
8,4
8,4
6,4
8,4
6,4
6,4
6,4
12,4
4,4
6,4
16,4
8,4
6,4
8,4
8,4
8,4
10,4
10,4
6,4
6,4
6,2
12,4
8,4
8,4
12,4
8,4
6,4
6,4
8,4
12,4
8,4
4,4
6,4
10,4
8,4
8,4
8,4
6,4
8,4
6,4
12,4
10,4
8,4
8,4
8,4
6,4
8,4
6,4
8,4
6,4
6,4
10,4
8,4
8,4
14,4
8,4
6,4
6,4
8,4
6,4
12,6
6,4
8,4
6,4
16,4
8,4
6,4
6,4
6,4
8,4
6,4
10,4
6,4
6,4
8,4
8,4
8,4
18,6
10,4
6,4
6,4
6,4
8,4
8,4
8,4
10,4
8,4
6,4
6,4
6,4
6,4
8,4
8,4
8,4
6,4
10,4
10,4
6,4
10,4
8,4
6,4
10,4
10,4
12,4
6,2
6,4
10,4
6,4
8,4
8,4
16,4
8,4
6,4
6,4
10,4
8,4
8,4
6,4
6,2
10,4
6,4
8,4
6,4
14,4
6,2
8,4
8,6
8,4
8,4
6,4
8,4
6,4
6,4
10,4
8,4
6,4
8,4
8,4
8,4
14,4
8,4
8,4
8,4
8,4
6,4
6,2
8,4
16,4
14,4
22,4
8,4
8,4
8,4
12,4
8,4
6,4
8,4
12,4
8,4
6,4
6,4
8,4
8,4
12,4
8,4
8,4
8,4
8,4
6,4
8,4
16,4
10,4
6,4
6,4
6,4
6,2
6,4
6,4
8,4
10,4
8,4
8,4
8,4
6,2
6,4
8,4
6,2
4,2
12,4
16,4
10,4
6,4
10,4
10,4
6,4
6,4
8,4
8,4
10,4
6,4
8,4
6,4
14,4
8,4
8,4
8,4
8,4
6,4
8,6
8,4
18,6
6,4
6,4
12,4
4,4
6,4
14,4
8,4
6,4
12,4
12,4
6,4
14,4
8,4
8,4
6,4
12,4
6,4
10,4
8,4
10,6
10,4
6,4
6,4
10,4
6,2
8,4
12,4
8,4
6,4
12,4
8,4
12,4
8,4
6,4
12,4
8,4
6,4
8,4
8,4
12,4
6,4
8,4
6,4
8,4
10,4
10,4
6,4
6,4
16,4
8,4
8,4
8,4
6,4
14,4
6,4
6,4
8,4
6,4
18,4
6,4
14,4
8,4
8,4
12,4
8,4
6,4
8,4
10,4
8,4
8,4
6,4
12,4
6,4
12,4
6,4
14,4
6,4
8,4
12,4
18,6
10,4
6,4
8,4
10,4
6,4
8,4
6,4
8,4
12,4
8,4
8,4
6,4
8,4
10,4
12,4
6,4
12,4
8,4
6,4
12,4
8,4
4,4
8,4
6,4
8,4
8,4
10,4
8,4
16,4
6,4
6,4
8,4
